County	County / Sector (NAICS)	Natural gas	Net electricity	Diesel	Other	LPG NGL	Residual fuel oil	Coal	Coke and breeze
Wyoming	1129. Other Animal Production	0	5,538	4,495	1,587	2,033	1,253	0	0
Wyoming	2123. Nonmetallic Mineral Mining and Quarrying	0	0	0	0	0	0	0	0
Wyoming	2369. Building Construction (unclassified)	3,111	6,628	11,492	0	425	0	0	0
Wyoming	2378. Heavy and Civil Engineering Construction (unclassified)	902	2,276	15,221	0	2,372	0	0	0
Wyoming	2388. Specialty Trade Contractors (unclassified)	12,271	9,838	42,617	0	1,771	0	0	0
Wyoming	3115. Dairy Product Manufacturing	4,479	2,696	1,246	2,980	68	300	0	0
Wyoming	3116. Animal Slaughtering and Processing	4,303	3,945	921	702	50	222	224	0
Wyoming	3119. Other Food Manufacturing	965,991	0	0	0	0	0	83,245	0
Wyoming	3211. Sawmills and Wood Preservation	1,822	1,880	724	433	39	17	9	0
Wyoming	3219. Other Wood Product Manufacturing	17,559	41,153	3,035	2,722	2,113	0	0	0
Wyoming	3231. Printing and Related Support Activities	3,938	6,379	86	13	63	7	0	0
Wyoming	3262. Rubber Product Manufacturing	635	1,721	22	3	120	0	48	0
Wyoming	3312. Steel Product Manufacturing from Purchased Steel	81,896	39,173	745	24,120	1,212	0	0	0
Wyoming	3315. Foundries	1,203	1,183	1,016	152	826	0	0	0
Wyoming	3323. Architectural and Structural Metals Manufacturing	268	255	37	1	20	0	0	0
Wyoming	3324. Boiler, Tank, and Shipping Container Manufacturing	12,860	12,141	292	50	476	0	0	0
Wyoming	3327. Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing	5,762	4,801	425	7	275	0	0	0
Wyoming	3335. Metalworking Machinery Manufacturing	294	442	97	2	53	0	0	0
Wyoming	3339. Other General Purpose Machinery Manufacturing	9,142	13,665	494	84	803	0	0	0
Wyoming	3371. Household and Institutional Furniture and Kitchen Cabinet Manufacturing	47	56	13	35	7	0	0	0
Wyoming	3372. Office Furniture (including Fixtures) Manufacturing	93	112	26	70	14	0	0	0
Wyoming	3399. Other Miscellaneous Manufacturing	145	175	7	7	4	2	0	0
Yates	1111. Oilseed and Grain Farming	0	10,391	27,658	9,764	12,507	7,707	0	0
Yates	1112. Vegetable and Melon Farming	0	6,214	7,978	2,816	3,608	2,223	0	0
Yates	1113. Fruit and Tree Nut Farming	0	23,385	24,368	8,602	11,019	6,790	0	0
Yates	1114. Greenhouse, Nursery, and Floriculture Production	0	8,219	12,807	4,521	5,791	3,569	0	0
Yates	1119. Other Crop Farming	0	5,035	7,490	2,644	3,387	2,087	0	0
Yates	1121. Cattle Ranching and Farming	0	139,328	185,029	65,321	83,669	51,558	0	0
Yates	1122. Hog and Pig Farming	0	438	502	177	227	140	0	0
Yates	1123. Poultry and Egg Production	0	8,918	6,059	2,139	2,740	1,688	0	0
Yates	1124. Sheep and Goat Farming	0	585	556	196	251	155	0	0
Yates	1129. Other Animal Production	0	1,735	1,408	497	637	392	0	0
Yates	2369. Building Construction (unclassified)	2,938	6,260	10,853	0	402	0	0	0
Yates	2378. Heavy and Civil Engineering Construction (unclassified)	226	569	3,805	0	593	0	0	0
Yates	2388. Specialty Trade Contractors (unclassified)	11,175	8,960	38,812	0	1,613	0	0	0
Yates	3116. Animal Slaughtering and Processing	4,303	3,945	921	702	50	222	224	0
Yates	3121. Beverage Manufacturing	44,546	39,963	1,019	152	645	1,310	0	0
Yates	3141. Textile Furnishings Mills	816	267	1,037	15	35	0	4	0
Yates	3211. Sawmills and Wood Preservation	3,643	3,759	1,448	866	79	35	18	0
Yates	3219. Other Wood Product Manufacturing	14,247	32,041	1,719	1,541	1,399	0	0	0
Yates	3231. Printing and Related Support Activities	255	492	14	2	8	3	0	0
Yates	3251. Basic Chemical Manufacturing	81,896	220,350	931	30,150	1,515	0	0	0
Yates	3261. Plastics Product Manufacturing	8,736	23,504	50	80	808	0	2,607	0
Yates	3323. Architectural and Structural Metals Manufacturing	268	255	37	1	20	0	0	0
Yates	3327. Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing	804	764	112	2	61	0	0	0
Yates	3371. Household and Institutional Furniture and Kitchen Cabinet Manufacturing	140	169	39	105	21	0	0	0
Yates	3399. Other Miscellaneous Manufacturing	145	175	7	7	4	2	0	0
